Main,,Sukupuolet yhteensä,,,,,,,,,Miehet,,,,,,,,,Naiset,,,,,,,,
Taustamaanosa,Syntyperä,TAUSTAMAA YHTEENSÄ,Suomi,ULKOMAATAUSTAISET YHTEENSÄ,MUUT EU(27)MAAT,MUU EUROOPPA,AFRIKKA,AMERIKKA,AASIA ja OSEANIA,TUNTEMATON,TAUSTAMAA YHTEENSÄ,Suomi,ULKOMAATAUSTAISET YHTEENSÄ,MUUT EU(27)MAAT,MUU EUROOPPA,AFRIKKA,AMERIKKA,AASIA ja OSEANIA,TUNTEMATON,TAUSTAMAA YHTEENSÄ,Suomi,ULKOMAATAUSTAISET YHTEENSÄ,MUUT EU(27)MAAT,MUU EUROOPPA,AFRIKKA,AMERIKKA,AASIA ja OSEANIA,TUNTEMATON
,"Suomalainen, syntynyt ulkomailla",10,10,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,9,0,9,3,1,0,0,3,2,4,0,4,2,1,0,0,1,0,5,0,5,1,0,0,0,2,2
,Ensimmäisen polven ulkomaalainen,7,0,7,3,1,0,0,3,0,4,0,4,2,1,0,0,1,0,3,0,3,1,0,0,0,2,0
,Toisen polven ulkomaalainen,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2
Halsua,Väestö yhteensä,1275,1261,14,9,3,0,1,0,1,666,657,9,6,2,0,0,0,1,609,604,5,3,1,0,1,0,0
,Syntyperältään suomalainen yhteensä,1261,1261,0,0,0,0,0,0,0,657,657,0,0,0,0,0,0,0,604,604,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",1250,1250,0,0,0,0,0,0,0,651,651,0,0,0,0,0,0,0,599,599,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",11,11,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,14,0,14,9,3,0,1,0,1,9,0,9,6,2,0,0,0,1,5,0,5,3,1,0,1,0,0
,Ensimmäisen polven ulkomaalainen,14,0,14,9,3,0,1,0,1,9,0,9,6,2,0,0,0,1,5,0,5,3,1,0,1,0,0
,Toisen polven ulkomaalainen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamina - Fredrikshamn,Väestö yhteensä,21403,20401,1002,151,780,3,12,34,22,10574,10136,438,92,316,3,6,9,12,10829,10265,564,59,464,0,6,25,10
,Syntyperältään suomalainen yhteensä,20401,20401,0,0,0,0,0,0,0,10136,10136,0,0,0,0,0,0,0,10265,10265,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",20304,20304,0,0,0,0,0,0,0,10087,10087,0,0,0,0,0,0,0,10217,10217,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",97,97,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,1002,0,1002,151,780,3,12,34,22,438,0,438,92,316,3,6,9,12,564,0,564,59,464,0,6,25,10
,Ensimmäisen polven ulkomaalainen,871,0,871,143,671,3,11,34,9,375,0,375,90,262,3,6,9,5,496,0,496,53,409,0,5,25,4
,Toisen polven ulkomaalainen,131,0,131,8,109,0,1,0,13,63,0,63,2,54,0,0,0,7,68,0,68,6,55,0,1,0,6
Hammarland,Väestö yhteensä,1526,1362,164,132,6,8,3,4,11,773,690,83,70,3,3,0,3,4,753,672,81,62,3,5,3,1,7
,Syntyperältään suomalainen yhteensä,1362,1362,0,0,0,0,0,0,0,690,690,0,0,0,0,0,0,0,672,672,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",1311,1311,0,0,0,0,0,0,0,660,660,0,0,0,0,0,0,0,651,651,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",51,51,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,164,0,164,132,6,8,3,4,11,83,0,83,70,3,3,0,3,4,81,0,81,62,3,5,3,1,7
,Ensimmäisen polven ulkomaalainen,149,0,149,125,6,6,3,4,5,76,0,76,65,3,3,0,3,2,73,0,73,60,3,3,3,1,3
,Toisen polven ulkomaalainen,15,0,15,7,0,2,0,0,6,7,0,7,5,0,0,0,0,2,8,0,8,2,0,2,0,0,4
Hankasalmi,Väestö yhteensä,5491,5431,60,22,22,0,5,10,1,2722,2693,29,13,12,0,2,1,1,2769,2738,31,9,10,0,3,9,0
,Syntyperältään suomalainen yhteensä,5431,5431,0,0,0,0,0,0,0,2693,2693,0,0,0,0,0,0,0,2738,2738,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",5403,5403,0,0,0,0,0,0,0,2683,2683,0,0,0,0,0,0,0,2720,2720,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",28,28,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,60,0,60,22,22,0,5,10,1,29,0,29,13,12,0,2,1,1,31,0,31,9,10,0,3,9,0
,Ensimmäisen polven ulkomaalainen,54,0,54,21,21,0,4,8,0,25,0,25,13,11,0,1,0,0,29,0,29,8,10,0,3,8,0
,Toisen polven ulkomaalainen,6,0,6,1,1,0,1,2,1,4,0,4,0,1,0,1,1,1,2,0,2,1,0,0,0,1,0
Hanko - Hangö,Väestö yhteensä,9417,9063,354,138,97,13,15,80,11,4760,4570,190,90,50,9,6,28,7,4657,4493,164,48,47,4,9,52,4
,Syntyperältään suomalainen yhteensä,9063,9063,0,0,0,0,0,0,0,4570,4570,0,0,0,0,0,0,0,4493,4493,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",8969,8969,0,0,0,0,0,0,0,4518,4518,0,0,0,0,0,0,0,4451,4451,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",94,94,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,354,0,354,138,97,13,15,80,11,190,0,190,90,50,9,6,28,7,164,0,164,48,47,4,9,52,4
,Ensimmäisen polven ulkomaalainen,312,0,312,126,87,11,14,69,5,170,0,170,82,45,9,5,24,5,142,0,142,44,42,2,9,45,0
,Toisen polven ulkomaalainen,42,0,42,12,10,2,1,11,6,20,0,20,8,5,0,1,4,2,22,0,22,4,5,2,0,7,4
Harjavalta,Väestö yhteensä,7504,7350,154,53,72,2,0,24,3,3624,3551,73,27,32,2,0,10,2,3880,3799,81,26,40,0,0,14,1
,Syntyperältään suomalainen yhteensä,7350,7350,0,0,0,0,0,0,0,3551,3551,0,0,0,0,0,0,0,3799,3799,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",7321,7321,0,0,0,0,0,0,0,3541,3541,0,0,0,0,0,0,0,3780,3780,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",29,29,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,154,0,154,53,72,2,0,24,3,73,0,73,27,32,2,0,10,2,81,0,81,26,40,0,0,14,1
,Ensimmäisen polven ulkomaalainen,128,0,128,50,54,2,0,19,3,59,0,59,26,22,2,0,7,2,69,0,69,24,32,0,0,12,1
,Toisen polven ulkomaalainen,26,0,26,3,18,0,0,5,0,14,0,14,1,10,0,0,3,0,12,0,12,2,8,0,0,2,0
Hartola,Väestö yhteensä,3292,3240,52,23,22,0,2,4,1,1647,1628,19,10,6,0,2,1,0,1645,1612,33,13,16,0,0,3,1
,Syntyperältään suomalainen yhteensä,3240,3240,0,0,0,0,0,0,0,1628,1628,0,0,0,0,0,0,0,1612,1612,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",3231,3231,0,0,0,0,0,0,0,1625,1625,0,0,0,0,0,0,0,1606,1606,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",9,9,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,52,0,52,23,22,0,2,4,1,19,0,19,10,6,0,2,1,0,33,0,33,13,16,0,0,3,1
,Ensimmäisen polven ulkomaalainen,51,0,51,23,21,0,2,4,1,18,0,18,10,5,0,2,1,0,33,0,33,13,16,0,0,3,1
,Toisen polven ulkomaalainen,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hattula,Väestö yhteensä,9682,9574,108,42,29,5,7,22,3,4827,4770,57,26,14,3,4,8,2,4855,4804,51,16,15,2,3,14,1
,Syntyperältään suomalainen yhteensä,9574,9574,0,0,0,0,0,0,0,4770,4770,0,0,0,0,0,0,0,4804,4804,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",9516,9516,0,0,0,0,0,0,0,4735,4735,0,0,0,0,0,0,0,4781,4781,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",58,58,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,108,0,108,42,29,5,7,22,3,57,0,57,26,14,3,4,8,2,51,0,51,16,15,2,3,14,1
,Ensimmäisen polven ulkomaalainen,97,0,97,41,27,5,7,16,1,49,0,49,25,12,3,4,4,1,48,0,48,16,15,2,3,12,0
,Toisen polven ulkomaalainen,11,0,11,1,2,0,0,6,2,8,0,8,1,2,0,0,4,1,3,0,3,0,0,0,0,2,1
Haukipudas,Väestö yhteensä,18994,18825,169,56,69,7,5,19,13,9567,9493,74,29,26,6,3,4,6,9427,9332,95,27,43,1,2,15,7
,Syntyperältään suomalainen yhteensä,18825,18825,0,0,0,0,0,0,0,9493,9493,0,0,0,0,0,0,0,9332,9332,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",18587,18587,0,0,0,0,0,0,0,9380,9380,0,0,0,0,0,0,0,9207,9207,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",238,238,0,0,0,0,0,0,0,113,113,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,169,0,169,56,69,7,5,19,13,74,0,74,29,26,6,3,4,6,95,0,95,27,43,1,2,15,7
,Ensimmäisen polven ulkomaalainen,141,0,141,45,63,6,4,19,4,60,0,60,24,23,5,3,4,1,81,0,81,21,40,1,1,15,3
,Toisen polven ulkomaalainen,28,0,28,11,6,1,1,0,9,14,0,14,5,3,1,0,0,5,14,0,14,6,3,0,1,0,4
Hausjärvi,Väestö yhteensä,8807,8645,162,82,42,12,5,15,6,4468,4391,77,47,17,3,2,4,4,4339,4254,85,35,25,9,3,11,2
,Syntyperältään suomalainen yhteensä,8645,8645,0,0,0,0,0,0,0,4391,4391,0,0,0,0,0,0,0,4254,4254,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",8603,8603,0,0,0,0,0,0,0,4371,4371,0,0,0,0,0,0,0,4232,4232,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",42,42,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,162,0,162,82,42,12,5,15,6,77,0,77,47,17,3,2,4,4,85,0,85,35,25,9,3,11,2
,Ensimmäisen polven ulkomaalainen,151,0,151,81,36,8,5,15,6,74,0,74,46,15,3,2,4,4,77,0,77,35,21,5,3,11,2
,Toisen polven ulkomaalainen,11,0,11,1,6,4,0,0,0,3,0,3,1,2,0,0,0,0,8,0,8,0,4,4,0,0,0
Heinola,Väestö yhteensä,20164,19615,549,171,268,13,9,78,10,9773,9527,246,83,109,9,9,29,7,10391,10088,303,88,159,4,0,49,3
,Syntyperältään suomalainen yhteensä,19615,19615,0,0,0,0,0,0,0,9527,9527,0,0,0,0,0,0,0,10088,10088,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",19524,19524,0,0,0,0,0,0,0,9478,9478,0,0,0,0,0,0,0,10046,10046,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",91,91,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,549,0,549,171,268,13,9,78,10,246,0,246,83,109,9,9,29,7,303,0,303,88,159,4,0,49,3
,Ensimmäisen polven ulkomaalainen,484,0,484,160,233,12,9,68,2,210,0,210,77,89,8,9,26,1,274,0,274,83,144,4,0,42,1
,Toisen polven ulkomaalainen,65,0,65,11,35,1,0,10,8,36,0,36,6,20,1,0,3,6,29,0,29,5,15,0,0,7,2
Heinävesi,Väestö yhteensä,3827,3780,47,16,25,2,2,1,1,1965,1939,26,10,12,1,2,0,1,1862,1841,21,6,13,1,0,1,0
,Syntyperältään suomalainen yhteensä,3780,3780,0,0,0,0,0,0,0,1939,1939,0,0,0,0,0,0,0,1841,1841,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",3767,3767,0,0,0,0,0,0,0,1933,1933,0,0,0,0,0,0,0,1834,1834,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",13,13,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,47,0,47,16,25,2,2,1,1,26,0,26,10,12,1,2,0,1,21,0,21,6,13,1,0,1,0
,Ensimmäisen polven ulkomaalainen,40,0,40,14,21,2,2,1,0,20,0,20,9,8,1,2,0,0,20,0,20,5,13,1,0,1,0
,Toisen polven ulkomaalainen,7,0,7,2,4,0,0,0,1,6,0,6,1,4,0,0,0,1,1,0,1,1,0,0,0,0,0
Helsinki - Helsingfors,Väestö yhteensä,595384,524838,70546,18105,19742,12920,2844,15947,988,280064,243449,36615,9780,8647,7539,1738,8450,461,315320,281389,33931,8325,11095,5381,1106,7497,527
,Syntyperältään suomalainen yhteensä,524838,524838,0,0,0,0,0,0,0,243449,243449,0,0,0,0,0,0,0,281389,281389,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",518014,518014,0,0,0,0,0,0,0,240079,240079,0,0,0,0,0,0,0,277935,277935,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",6824,6824,0,0,0,0,0,0,0,3370,3370,0,0,0,0,0,0,0,3454,3454,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,70546,0,70546,18105,19742,12920,2844,15947,988,36615,0,36615,9780,8647,7539,1738,8450,461,33931,0,33931,8325,11095,5381,1106,7497,527
,Ensimmäisen polven ulkomaalainen,59010,0,59010,16570,16929,8813,2700,13418,580,30668,0,30668,8976,7186,5411,1658,7145,292,28342,0,28342,7594,9743,3402,1042,6273,288
,Toisen polven ulkomaalainen,11536,0,11536,1535,2813,4107,144,2529,408,5947,0,5947,804,1461,2128,80,1305,169,5589,0,5589,731,1352,1979,64,1224,239
Hirvensalmi,Väestö yhteensä,2389,2372,17,5,9,1,0,2,0,1204,1199,5,2,2,1,0,0,0,1185,1173,12,3,7,0,0,2,0
,Syntyperältään suomalainen yhteensä,2372,2372,0,0,0,0,0,0,0,1199,1199,0,0,0,0,0,0,0,1173,1173,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",2367,2367,0,0,0,0,0,0,0,1194,1194,0,0,0,0,0,0,0,1173,1173,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,17,0,17,5,9,1,0,2,0,5,0,5,2,2,1,0,0,0,12,0,12,3,7,0,0,2,0
,Ensimmäisen polven ulkomaalainen,17,0,17,5,9,1,0,2,0,5,0,5,2,2,1,0,0,0,12,0,12,3,7,0,0,2,0
,Toisen polven ulkomaalainen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollola,Väestö yhteensä,22020,21574,446,169,189,6,14,65,3,10813,10603,210,105,66,6,6,25,2,11207,10971,236,64,123,0,8,40,1
,Syntyperältään suomalainen yhteensä,21574,21574,0,0,0,0,0,0,0,10603,10603,0,0,0,0,0,0,0,10971,10971,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",21428,21428,0,0,0,0,0,0,0,10522,10522,0,0,0,0,0,0,0,10906,10906,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",146,146,0,0,0,0,0,0,0,81,81,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,446,0,446,169,189,6,14,65,3,210,0,210,105,66,6,6,25,2,236,0,236,64,123,0,8,40,1
,Ensimmäisen polven ulkomaalainen,392,0,392,157,159,6,13,56,1,181,0,181,99,50,6,5,21,0,211,0,211,58,109,0,8,35,1
,Toisen polven ulkomaalainen,54,0,54,12,30,0,1,9,2,29,0,29,6,16,0,1,4,2,25,0,25,6,14,0,0,5,0
Honkajoki,Väestö yhteensä,1848,1761,87,72,13,0,0,2,0,973,932,41,35,5,0,0,1,0,875,829,46,37,8,0,0,1,0
,Syntyperältään suomalainen yhteensä,1761,1761,0,0,0,0,0,0,0,932,932,0,0,0,0,0,0,0,829,829,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",1755,1755,0,0,0,0,0,0,0,931,931,0,0,0,0,0,0,0,824,824,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",6,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,87,0,87,72,13,0,0,2,0,41,0,41,35,5,0,0,1,0,46,0,46,37,8,0,0,1,0
,Ensimmäisen polven ulkomaalainen,81,0,81,67,12,0,0,2,0,40,0,40,34,5,0,0,1,0,41,0,41,33,7,0,0,1,0
,Toisen polven ulkomaalainen,6,0,6,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,5,4,1,0,0,0,0
Huittinen,Väestö yhteensä,10638,10338,300,63,179,22,2,31,3,5270,5118,152,34,86,11,2,16,3,5368,5220,148,29,93,11,0,15,0
,Syntyperältään suomalainen yhteensä,10338,10338,0,0,0,0,0,0,0,5118,5118,0,0,0,0,0,0,0,5220,5220,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",10289,10289,0,0,0,0,0,0,0,5095,5095,0,0,0,0,0,0,0,5194,5194,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",49,49,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,300,0,300,63,179,22,2,31,3,152,0,152,34,86,11,2,16,3,148,0,148,29,93,11,0,15,0
,Ensimmäisen polven ulkomaalainen,274,0,274,59,160,19,2,31,3,139,0,139,32,76,10,2,16,3,135,0,135,27,84,9,0,15,0
,Toisen polven ulkomaalainen,26,0,26,4,19,3,0,0,0,13,0,13,2,10,1,0,0,0,13,0,13,2,9,2,0,0,0
Humppila,Väestö yhteensä,2503,2467,36,25,5,0,2,3,1,1273,1256,17,14,1,0,0,2,0,1230,1211,19,11,4,0,2,1,1
,Syntyperältään suomalainen yhteensä,2467,2467,0,0,0,0,0,0,0,1256,1256,0,0,0,0,0,0,0,1211,1211,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",2460,2460,0,0,0,0,0,0,0,1252,1252,0,0,0,0,0,0,0,1208,1208,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",7,7,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,36,0,36,25,5,0,2,3,1,17,0,17,14,1,0,0,2,0,19,0,19,11,4,0,2,1,1
,Ensimmäisen polven ulkomaalainen,33,0,33,24,4,0,1,3,1,15,0,15,13,0,0,0,2,0,18,0,18,11,4,0,1,1,1
,Toisen polven ulkomaalainen,3,0,3,1,1,0,1,0,0,2,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
Hyrynsalmi,Väestö yhteensä,2672,2635,37,7,26,0,0,1,3,1381,1371,10,4,5,0,0,0,1,1291,1264,27,3,21,0,0,1,2
,Syntyperältään suomalainen yhteensä,2635,2635,0,0,0,0,0,0,0,1371,1371,0,0,0,0,0,0,0,1264,1264,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",2624,2624,0,0,0,0,0,0,0,1368,1368,0,0,0,0,0,0,0,1256,1256,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",11,11,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,37,0,37,7,26,0,0,1,3,10,0,10,4,5,0,0,0,1,27,0,27,3,21,0,0,1,2
,Ensimmäisen polven ulkomaalainen,35,0,35,6,25,0,0,1,3,8,0,8,3,4,0,0,0,1,27,0,27,3,21,0,0,1,2
,Toisen polven ulkomaalainen,2,0,2,1,1,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyvinkää - Hyvinge,Väestö yhteensä,45527,43675,1852,494,716,37,44,519,42,22219,21310,909,272,320,33,26,229,29,23308,22365,943,222,396,4,18,290,13
,Syntyperältään suomalainen yhteensä,43675,43675,0,0,0,0,0,0,0,21310,21310,0,0,0,0,0,0,0,22365,22365,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",43367,43367,0,0,0,0,0,0,0,21146,21146,0,0,0,0,0,0,0,22221,22221,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",308,308,0,0,0,0,0,0,0,164,164,0,0,0,0,0,0,0,144,144,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,1852,0,1852,494,716,37,44,519,42,909,0,909,272,320,33,26,229,29,943,0,943,222,396,4,18,290,13
,Ensimmäisen polven ulkomaalainen,1571,0,1571,465,582,37,41,424,22,762,0,762,257,247,33,25,183,17,809,0,809,208,335,4,16,241,5
,Toisen polven ulkomaalainen,281,0,281,29,134,0,3,95,20,147,0,147,15,73,0,1,46,12,134,0,134,14,61,0,2,49,8
Hämeenkoski,Väestö yhteensä,2130,2100,30,19,8,1,1,1,0,1071,1059,12,8,3,1,0,0,0,1059,1041,18,11,5,0,1,1,0
,Syntyperältään suomalainen yhteensä,2100,2100,0,0,0,0,0,0,0,1059,1059,0,0,0,0,0,0,0,1041,1041,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",2091,2091,0,0,0,0,0,0,0,1051,1051,0,0,0,0,0,0,0,1040,1040,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",9,9,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,30,0,30,19,8,1,1,1,0,12,0,12,8,3,1,0,0,0,18,0,18,11,5,0,1,1,0
,Ensimmäisen polven ulkomaalainen,27,0,27,17,7,1,1,1,0,12,0,12,8,3,1,0,0,0,15,0,15,9,4,0,1,1,0
,Toisen polven ulkomaalainen,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,0,0,0,0
Hämeenkyrö - Tavastkyro,Väestö yhteensä,10533,10406,127,48,32,2,7,28,10,5271,5215,56,22,14,2,4,10,4,5262,5191,71,26,18,0,3,18,6
,Syntyperältään suomalainen yhteensä,10406,10406,0,0,0,0,0,0,0,5215,5215,0,0,0,0,0,0,0,5191,5191,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",10354,10354,0,0,0,0,0,0,0,5188,5188,0,0,0,0,0,0,0,5166,5166,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",52,52,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,127,0,127,48,32,2,7,28,10,56,0,56,22,14,2,4,10,4,71,0,71,26,18,0,3,18,6
,Ensimmäisen polven ulkomaalainen,104,0,104,43,30,2,7,20,2,45,0,45,19,14,2,4,6,0,59,0,59,24,16,0,3,14,2
,Toisen polven ulkomaalainen,23,0,23,5,2,0,0,8,8,11,0,11,3,0,0,0,4,4,12,0,12,2,2,0,0,4,4
Hämeenlinna - Tavastehus,Väestö yhteensä,67270,65339,1931,607,623,152,38,449,62,32191,31231,960,328,277,101,24,202,28,35079,34108,971,279,346,51,14,247,34
,Syntyperältään suomalainen yhteensä,65339,65339,0,0,0,0,0,0,0,31231,31231,0,0,0,0,0,0,0,34108,34108,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",65008,65008,0,0,0,0,0,0,0,31067,31067,0,0,0,0,0,0,0,33941,33941,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",331,331,0,0,0,0,0,0,0,164,164,0,0,0,0,0,0,0,167,167,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,1931,0,1931,607,623,152,38,449,62,960,0,960,328,277,101,24,202,28,971,0,971,279,346,51,14,247,34
,Ensimmäisen polven ulkomaalainen,1735,0,1735,561,557,147,36,407,27,864,0,864,307,245,98,22,179,13,871,0,871,254,312,49,14,228,14
,Toisen polven ulkomaalainen,196,0,196,46,66,5,2,42,35,96,0,96,21,32,3,2,23,15,100,0,100,25,34,2,0,19,20
Ii,Väestö yhteensä,9499,9434,65,25,24,0,1,10,5,4932,4905,27,11,10,0,1,4,1,4567,4529,38,14,14,0,0,6,4
,Syntyperältään suomalainen yhteensä,9434,9434,0,0,0,0,0,0,0,4905,4905,0,0,0,0,0,0,0,4529,4529,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",9328,9328,0,0,0,0,0,0,0,4850,4850,0,0,0,0,0,0,0,4478,4478,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",106,106,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,65,0,65,25,24,0,1,10,5,27,0,27,11,10,0,1,4,1,38,0,38,14,14,0,0,6,4
,Ensimmäisen polven ulkomaalainen,52,0,52,16,23,0,1,10,2,23,0,23,9,9,0,1,4,0,29,0,29,7,14,0,0,6,2
,Toisen polven ulkomaalainen,13,0,13,9,1,0,0,0,3,4,0,4,2,1,0,0,0,1,9,0,9,7,0,0,0,0,2
Iisalmi - Idensalmi,Väestö yhteensä,22147,21861,286,61,190,5,3,18,9,10848,10713,135,40,76,4,1,7,7,11299,11148,151,21,114,1,2,11,2
,Syntyperältään suomalainen yhteensä,21861,21861,0,0,0,0,0,0,0,10713,10713,0,0,0,0,0,0,0,11148,11148,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",21769,21769,0,0,0,0,0,0,0,10662,10662,0,0,0,0,0,0,0,11107,11107,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",92,92,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,286,0,286,61,190,5,3,18,9,135,0,135,40,76,4,1,7,7,151,0,151,21,114,1,2,11,2
